LABEL,TEXT
1,but they just  
1,the biggest in 
1,and the reason 
1,did you see    
1,because        
1,that's their   
1,and the stupid 
1,that's their   
1,so i only say  
1,people might   
1,he's a         
1,but i'm going  
1,"okay, that's   "
1,i'm actually a 
1,i always say   
1,and i know all 
1,they're        
1,some of them i 
1,i was talking  
1,i was talking  
1,they had no    
1,it's not their 
1,and unless we  
1,that's why     
1,our real       
1,that was done  
1,how can you    
1,3% when you    
1,you look for a 
1,if you're a    
1,it's the most  
1,we have a      
1,they can't     
1,they're good   
1,they want to   
1,but it's not   
1,so let me just 
1,it's called    
1,it's one of    
1,it's one of    
1,so we sent out 
1,people set     
1,and i don't    
1,maybe they're  
1,"a guy sees me, "
1,i don't talk   
1,i don't do     
1,i think we had 
1,we don't even  
1,they're all    
1,"trump, trump – "
1,they have all  
1,and the money  
1,and what do    
1,and we aren't  
1,"so, we wrote a "
1,if some guy    
1,maybe and      
1,so we sent     
1,it's a         
1,and i'll tell  
1,ben is paying  
1,so when you    
1,so when you    
1,i think they   
1,to raise the   
1,somebody is    
1,i know in      
1,they became    
1,it's better    
1,for the people 
1,"now, in ben's  "
1,and let me     
1,those are the  
1,in the case of 
1,"so, it was in  "
1,he has a super 
1,did you read   
1,"one here, one  "
1,they're not    
1,they're not    
1,they're right  
1,and that's     
1,it's a scam    
1,and it's       
1,and what       
1,it's horrible  
1,what happened  
1,"you know, they "
1,and this is a  
1,won't be as    
1,but it was a   
1,"i mean, even   "
1,what do you    
1,only a foolish 
1,they're not    
1,but they put a 
1,they put other 
1,they put       
1,and that's the 
1,and in some    
1,"i mean, had    "
1,that's why     
1,the whole      
1,so i sent      
1,they're all    
1,we want you to 
1,we want        
1,we don't want  
1,we don't want  
1,go home and    
1,they don't     
1,they can keep  
1,they'll        
1,i think we're  
1,they could do  
1,but the super  
1,nothing over   
1,i feel it's    
1,i feel it's a  
1,"now, if they   "
1,and i think it 
1,but the super  
1,some are       
1,and what the   
1,when you read  
1,you'll be      
1,"i mean, it's   "
1,"bush, it's the "
1,and i'll go    
1,i know every   
1,but it's a     
1,"and again,     "
1,"now, they're   "
1,they're not    
1,and just       
1,you can even   
1,i said to john 
1,i don't know   
1,i'll tell you  
1,i guarantee no 
1,"by the way,    "
1,it's a great   
1,but i buy a    
1,i don't have   
1,i could buy it 
1,but i want to  
1,but we have to 
1,it's crooked   
1,and it's got   
1,and it's very  
1,i think i'm    
1,i'm the only   
1,com or         
1,i keep saying  
1,i don't want   
1,but if you     
1,"i mean, they   "
1,they write     
1,"trump, i can't "
1,"i mean, i've   "
1,and if i send  
1,so and so or   
1,"so and so, i   "
1,if i got that  
1,so we take     
1,so i always    
1,and something  
1,"i don't know,  "
1,and i have the 
1,"now, until     "
1,i'm telling    
1,"they said, why "
1,they told me   
1,everybody said 
1,all of the     
1,a man just     
1,he's actually  
1,"of course, if  "
1,he's a great   
1,"and he said,   "
1,and then you'd 
1,they're        
1,but you'd go   
1,you'd go to    
1,you go to      
1,you go to the  
1,i said i can't 
1,and i don't    
1,i think we're  
1,i think we're  
1,i think a lot  
1,i will tell    
1,i'm the real   
1,so i told      
1,i want to take 
1,you understand 
1,so could we do 
1,let me win     
1,and then i'm   
1,a great poll   
1,some of you    
1,but we're      
1,we're going to 
1,"and actually,  "
1,a lot of       
1,he's not going 
1,they're still  
1,but one of the 
1,it's           
1,and i thought  
1,"okay, so       "
1,but i want to  
1,i will not say 
1,i will not say 
1,i will not say 
1,so will you    
1,1stand vote    
1,and if i win   
1,"so, i'm        "
1,i'm going to   
1,i have a great 
1,and i will     
1,"and you know,  "
1,not like over  
1,"so, i love you "
1,"i mean, we're  "
1,but i love you 
1,but i do mean  
1,i'm going to   
1,we're going to 
1,when i heard   
1,"i said, i'm    "
1,i'm not        
1,i'm not        
1,"now, if i lose "
1,that i can     
1,"okay, let's do "
1,"…you know, we  "
1,"now, you look  "
1,"but still, we  "
1,we have 46     
1,"you know, we   "
1,so we have 50  
1,one of the     
1,it's very      
1,"you know, it's "
1,our jobs have  
1,and i'll tell  
1,people are     
1,and other      
1,so they're     
1,but that's an  
1,but people –   
1,we're going to 
1,we're going to 
1,we're going to 
1,then the other 
1,i have some    
1,all of a       
1,they love the  
1,they love the  
1,they think the 
1,but the owners 
1,they have      
1,they work all  
1,they have a    
1,and you all    
1,so they end up 
1,they don't     
1,and we're not  
1,we're not      
1,we're going to 
1,the numbers    
1,…tell you      
1,"as trump, i    "
1,it'll be       
1,so will you    
1,you have       
1,i hear only –  
1,and we're      
1,"you know, it   "
1,the waits now  
1,thousands of   
1,and you find   
1,you have to    
1,so we're going 
1,but one of the 
1,we have a lot  
1,we're losing a 
1,they're        
1,they're        
1,one of them –  
1,he's getting   
1,he's got       
1,so one of the  
1,they're going  
1,they're going  
1,or a public    
1,and we're      
1,it's going to  
1,so the         
1,i would        
1,and hillary    
1,"you know,      "
1,it's a         
1,so i would     
1,but with that  
1,we're bringing 
1,"i may say, i   "
1,we're going to 
1,because the    
1,and it's great 
1,we have really 
1,"you know, they "
1,very expensive 
1,we have great  
1,so i would     
1,i love the     
1,but i may just 
1,"you know,      "
1,so i'm going   
1,but when i     
1,it won't be    
1,they're        
1,better than    
1,that's good    
1,but we're not  
1,when i get     
1,"well, i'll     "
1,and you know   
1,"now, i'm sure  "
1,but he said he 
1,they do like   
1,and you are    
1,we're going to 
1,but we're      
1,we're not      
1,"okay, it's a   "
1,it's costing   
1,and dwight     
1,5 million in   
1,we have        
1,dwight         
1,5 million      
1,and you know   
1,he moved them  
1,they moved     
1,and then you   
1,they moved     
1,"now, we have   "
1,we have no     
1,we either have 
1,and i want     
1,but i want     
1,i want them to 
1,i want them to 
1,but only the   
1,we got some    
1,remember the   
1,remember that  
1,rush limbaugh  
1,and then he    
1,i took a lot   
1,and people     
1,and let me     
1,and we'll try  
1,but we also    
1,"you know, some "
1,they're made   
1,and we have    
1,they don't get 
1,"i mean, what   "
1,they're afraid 
1,they don't     
1,they don't     
1,they can't     
1,"now, let me    "
1,you can always 
1,"in this room,  "
1,i don't know   
1,probably       
1,but the police 
1,and they know  
1,you go to la   
1,you got        
1,these people   
1,but they're    
1,and we're      
1,i don't want   
1,we have        
1,i don't want   
1,i heard a      
1,but you know   
1,they're        
1,"well, i don't  "
1,our jails are  
1,i want to use  
1,and i don't    
1,and we're      
1,but we've got  
1,your head will 
1,somebody said  
1,"well, we're    "
1,"you know, the  "
1,the one good   
1,"you know,      "
1,we have great  
1,i got to know  
1,they're great  
1,they're not    
1,they stand     
1,they want to   
1,they're not    
1,so the         
1,they'll be     
1,the only good  
1,it's actually  
1,so we're going 
1,we're going to 
1,we're going to 
1,we will        
1,israel feels   
1,and so many    
1,i think he's   
1,and we will    
1,that's an easy 
1,that's the     
1,…the wall is a 
1,the drugs are  
1,we are going   
1,"look, i told   "
1,that's not     
1,the drugs that 
1,did you see    
1,did you see    
1,they think     
1,and mexico is  
1,mexico is not  
1,do you know if 
1,i have many    
1,"in nevada, i'm "
1,i'm rated      
1,everyone's     
1,because the    
1,they don't     
1,but i will     
1,"you know, if   "
1,"and yet,       "
1,they call us   
1,that's what    
1,they call us   
1,if you want to 
1,they don't do  
1,and if you're  
1,you're not     
1,but if you     
1,they have      
1,i hear it's    
1,i'm impressed  
1,because to a   
1,but if you     
1,they don't     
1,you're born a  
1,"here, you're   "
1,not going to   
1,it's not going 
1,"no, it's not   "
1,"by the way,    "
1,the 14th       
1,it says right  
1,you have to do 
1,14th amendment 
1,and some of    
1,i lucked into  
1,every once in  
1,the fact is    
1,"now, we may    "
1,and a simple   
1,and a lot of   
1,and the reason 
1,how could it   
1,and we're one  
1,"and honestly,  "
1,if that        
1,what are you   
1,not going to   
1,"well, you      "
1,our            
1,and some of    
1,you know the   
1,they live by a 
1,and that's not 
1,everybody's    
1,they're going  
1,that's the way 
1,it's a good    
1,but do you     
1,"you know that, "
1,"you know, i'll "
1,i know a lot   
1,a couple of    
1,but the truth  
1,i like to get  
1,we've got to   
1,i don't want   
1,there are a    
1,there are a    
1,we've got to   
1,we've got to   
1,and to get it  
1,so good luck   
1,thank you very 
1,and we'll be   
1,"so, we're      "
1,it's a tax     
1,too few        
1,too many jobs  
1,and too many   
1,this plan      
1,it will        
1,there will be  
1,it will        
1,it will grow   
1,and all of     
1,but i will     
1,changes for    
1,we're going to 
1,"25%, 20%, 10%, "
1,if you're      
1,if you're      
1,this           
1,very unfair    
1,it eliminates  
1,it ends the    
1,it's a double  
1,a lot of       
1,it reduces or  
1,very           
1,it ends the    
1,those are the  
1,they make a    
1,carried        
1,so it ends the 
1,changes for    
1,it's all about 
1,we have 93     
1,they can't     
1,so for         
1,a one-time     
1,so it comes    
1,"now, it's      "
1,it's a huge    
1,i've been      
1,i've been      
1,the number is  
1,everybody      
1,they can't     
1,they don't     
1,the reason     
1,it doesn't     
1,"and in fact,   "
1,they're        
1,they're going  
1,it's called    
1,we will have   
1,"as an example, "
1,i can't bring  
1,we filed       
1,we've been     
1,we can't get   
1,so the money   
1,not good for   
1,the level of   
1,but this is    
1,we also reduce 
1,the tax rate   
1,and we phase   
1,so we are      
1,and we're      
1,and i think    
1,it will be     
1,it will be     
1,it will be     
1,as you get up  
1,some of the    
1,but i actually 
1,it will grow   
1,and we'll have 
1,"now, with all  "
1,if you look at 
1,i read where a 
1,"nuts, bolts,   "
1,and there are  
1,hammers that   
1,we will run    
1,there is so    
1,we're reducing 
1,we won't be    
1,"so, this is a  "
1,i think people 
1,we've already  
1,i did the plan 
1,they say why   
1,and this is my 
1,that's what i  
1,the economy is 
1,whenever they  
1,"so, if anybody "
1,that's some of 
1,i've never saw 
1,why don't we   
1,"no, i'm not    "
1,but we have    
1,"well, we're    "
1,we're going to 
1,and by the     
1,and one of the 
1,there is so    
1,"so, they're    "
1,my taxes will  
1,it will be     
1,when i do my   
1,and you spend  
1,we want to     
1,the bracket of 
1,or are put     
1,they're        
1,because i'm    
1,i'm            
1,and these      
1,there will be  
1,but believe    
1,we're taking   
1,this is        
1,a big tax      
1,i believe that 
1,i just think   
1,"you know, we   "
1,you could say  
1,i don't think  
1,i think this   
1,it's going to  
1,one of the     
1,because our    
1,not            
1,we cannot      
1,there's not a  
1,we lose money  
1,i'm also going 
1,because we     
1,we protect     
1,and we don't   
1,we lose on     
1,we lose on     
1,"so, we're      "
1,i'm not        
1,but i believe  
1,"as an example, "
1,they make $1   
1,we protect     
1,so we need     
1,we're losing a 
1,i used to say  
1,now it's $19   
1,senator  rubio 
1,we understand  
1,he wouldn't be 
1,he wouldn't    
1,we went up two 
1,in the nbc     
1,we're going up 
1,they don't     
1,i've built a   
1,you'll see     
1,i built a      
1,it's a         
1,i'm funding my 
1,guys like      
1,ask the car    
1,ask the people 
1,and a guy like 
1,you're         
1,i've turned    
1,it's just not  
1,and that seems 
1,i get bills    
1,"oh, is that a  "
1,the country    
1,i'd bring that 
1,she says i     
1,"to me, that's  "
1,"no, i want to  "
1,i would bet    
1,i could even   
1,but we could   
1,that has to be 
1,you can't      
1,"you know, when "
1,a soccer field 
1,i don't like   
1,what do you    
1,level out the  
1,what do you    
1,we just spent  
1,$1 million on  
1,how do you     
1,you have a     
1,throw them a   
1,why are they   
1,"no, it's too   "
1,you don't have 
1,you don't have 
1,we're lowering 
1,and i think    
1,"no, we're      "
1,we're          
1,and we're      
1,"so, no, that's "
1,"well, putin    "
1,i thought his  
1,but i thought  
1,scott pelley   
1,i thought      
1,"i mean, it was "
1,why is he      
1,i would say    
1,the worst in   
1,"well, it's a   "
1,but i guess it 
1,"you know,      "
1,and again it's 
1,"and now, we    "
1,but we have    
1,"you know, it   "
1,they'd move    
1,"now, they're   "
1,and they're    
1,one of the     
1,and when this  
1,it can go      
1,and i think it 
1,"now, here's    "
1,they think     
1,i think it's   
1,i actually     
1,and boy if it  
1,"well, you know "
1,"well, i'll be  "
1,but i will     
1,i've been      
1,i'm the only   
1,i watched      
1,i watched all  
1,i pay so much  
1,i watched all  
1,i fight like   
1,i'm not a      
1,i fight like   
1,"and you know,  "
1,i have the     
1,but it's an    
1,"and frankly, i "
1,our country    
1,but i would    
1,all you have   
1,i'll tell you  
1,"you know,      "
1,6% – every     
1,it's such a    
1,because when   
1,so the number  
1,i've seen      
1,i actually saw 
1,and it could   
1,so then i read 
1,3%             
1,that is the    
1,that number is 
1,"and you know,  "
1,and carson and 
1,how come       
1,you know why   
1,because people 
1,they're tired  
1,and the worst  
1,the            
1,but i will     
1,and the        
1,there's anger  
1,"now, one of    "
1,people will    
1,we're losing   
1,we're losing   
1,we're losing   
1,all of that    
1,"well, this is  "
1,"number two,    "
1,they're going  
1,"…well, if they "
1,so that's not  
1,if a           
1,jones gets a   
1,i know nothing 
1,"no, i'm not a  "
1,i'm a man of   
1,i'm a man      
1,you're here at 
1,i have many of 
1,i've done a    
1,i've employed  
1,i employ now   
1,i've done a    
1,but i wouldn't 
1,i would say    
1,i'm cutting    
1,i'm going to   
1,i'm going to   
1,and i'll tell  
1,the waste that 
1,"yes, the motor "
1,that's a       
1,where are you  
1,"oh, what a     "
1,"no, i want to  "
1,but i want to  
1,"as you know,   "
1,5 billion      
1,mexico also    
1,i want the     
1,i don't want   
1,i want these   
1,i want them to 
1,ladies and     
1,it's been a    
1,autism has     
1,"25 years ago,  "
1,it has gotten  
1,i am totally   
1,because you    
1,but you take   
1,and we've had  
1,i only say –   
1,do them over a 
1,same amount    
1,and i think    
1,i didn't       
1,"you know, joe  "
1,i'm here for a 
1,"you know, it's "
1,so i got here  
1,an endorsement 
1,i did not      
1,i didn't       
1,i didn't ask   
1,i will say     
1,i am with the  
1,they're our    
1,they're being  
1,not only the   
1,but as of two  
1,you go in to   
1,and it's not   
1,not going to   
1,"if i win,      "
1,and one of the 
1,they're not    
1,and when you   
1,i'm going on   
1,so we're going 
1,we're going to 
1,and if they're 
1,and you're     
1,and that's     
1,right now –    
1,it's not going 
1,it's not going 
1,"so, joe, i     "
1,to be here is  
1,they don't     
1,we don't do    
1,i actually     
1,the largest    
1,the most       
1,i learned      
1,"by the way,    "
1,we have been   
1,it's been      
1,number one on  
1,so this is a   
1,i just want to 
1,we're going to 
1,we're going to 
1,and it will be 
1,nobody's going 
1,that i can     
1,and we're      
1,"you know,      "
1,"now, obama and "
1,obama talks    
1,"well, i'm not  "
1,but he said    
1,we're finished 
1,they're taking 
1,they're        
1,they're going  
1,they've got    
1,and by the     
1,it doesn't     
1,the clock is   
1,it can take    
1,we may never   
1,it is one of   
1,"so, we are     "
1,we're not      
1,one of them is 
1,we have a      
1,we have – the  
1,"you know, they "
1,i've been      
1,but it's       
1,the whole      
1,it's possible  
1,and i          
1,he has no      
1,so we're going 
1,we have many   
1,one of them is 
1,"now, i took a  "
1,and for two    
1,so what        
1,it is a big    
1,so you         
1,and then you   
1,there's        
1,going to       
1,so the drugs   
1,not a good     
1,we get the     
1,the drug       
1,they cannot    
1,they are       
1,the drugs come 
1,the money goes 
1,and i saw it   
1,and everybody  
1,and we have    
1,none           
1,"so, we're      "
1,"you know, a    "
1,they don't     
1,so here's the  
1,so here's the  
1,i said the     
1,so let's start 
1,almost $400    
1,"now, if you    "
1,we've been     
1,not going to   
1,not going to   
1,with japan     
1,they drop off  
1,we sell them   
1,and they don't 
1,they protest   
1,it's not going 
1,"now, with      "
1,"i have many,   "
1,same with      
1,i have so many 
1,they pay me    
1,what am i      
1,i don't think  
1,i had the      
1,it's from      
1,bigger than    
1,they're from   
1,the problem    
1,i love free    
1,the concept is 
1,but you need   
1,i have the     
1,i know the     
1,i have carl    
1,i have the     
1,they're        
1,i make good    
1,"you know, it's "
1,you can't be a 
1,"look, i'm      "
1,even though    
1,but they're    
1,but they're    
1,they're never  
1,it's an        
1,it's something 
1,they don't     
1,"believe me,    "
1,it's just      
1,"so, we are     "
1,we are going   
1,we are going   
1,we're going to 
1,we're going to 
1,we are going   
1,and in the     
1,the other week 
1,"31,000 people  "
1,last night in  
1,"20,000 people  "
1,everybody –    
1,"i kept saying, "
1,there was a    
1,they stopped   
1,the silent     
1,i don't think  
1,people are not 
1,they're        
1,they're        
1,they're        
1,they're        
1,they're        
1,they're        
1,and you're     
1,this is a      
1,we're going to 
1,"believe me, we "
1,thank you very 
1,thank you very 
1,thank you all  
1,this is some   
1,the chairman   
1,the rnc has    
1,and as you     
1,i wanted       
1,i don't have   
1,i just wanted  
1,we're leading  
1,a new poll     
1,we've actually 
1,"and frankly,   "
1,and for that   
1,so i will be   
1,and most       
1,we have to     
1,this is a      
1,we have our    
1,we have our    
1,i don't need   
1,and this is    
1,i'm not        
1,i'm not        
1,i'm controlled 
1,"yeah, i got    "
1,i really got   
1,the question   
1,absolutely     
1,other than the 
1,and i've seen  
1,they really    
1,"no, i have no  "
1,"well, i think  "
1,nobody thought 
1,and he         
1,the papers in  
1,it's a great   
1,i built a      
1,and all of the 
1,and i think    
1,so i think the 
1,so that was    
1,"no, i see no   "
1,"well, you      "
1,it's one of    
1,that's the way 
1,"christie, by   "
1,"well, the      "
1,he was here a  
1,and i was      
1,"well, i think  "
1,and that's how 
1,and that's how 
1,and that's how 
1,i'm talking    
1,so i think     
1,"well, one of   "
1,and when       
1,and this is    
1,this is not    
1,this is from   
1,when people    
1,and i want     
1,i want very    
1,that's been    
1,and            
1,and many of    
1,"of course,     "
1,the fact is    
1,we're a nation 
1,and we will    
1,with that      
1,i want to have 
1,i want people  
1,i want         
1,i want         
1,i want people  
1,when people    
1,and            
1,we want those  
1,we want people 
1,i don't know   
1,i really don't 
1,that's         
1,that i can     
1,"well, i        "
1,i understand   
1,don't forget   
1,nobody would   
1,and            
1,"now, a lot of  "
1,but if i       
1,i have to say  
1,it can also be 
1,but if i       
1,"well, there is "
1,you have to be 
1,you have to be 
1,you have to    
1,any way you    
1,but you have   
1,there is no    
1,signing        
1,i don't want   
1,it's           
1,"well, tom      "
1,he's a great   
1,for those of   
1,he is really a 
1,and i just     
1,he's so        
1,tom brady – i  
1,and he's been  
1,but i'm very   
1,as far as the  
1,they're having 
1,"well, in       "
1,and it's a     
1,and i just say 
1,this united    
1,we have        
1,we have        
1,our nation's   
1,that's why     
1,but we have so 
1,"you know, if   "
1,people are     
1,deductibles    
1,the            
1,so we have a   
1,we have to     
1,we have to     
1,just the other 
1,ordierno said  
1,"now, for them  "
1,"now, in all    "
1,i think that   
1,it's going to  
1,we don't even  
1,you say who    
1,that won't     
1,you'll see it  
1,they don't     
1,…i would say   
1,"you see, i was "
1,i was a big    
1,nobody knows   
1,but i was on   
1,and i was the  
1,i was the fair 
1,"once i ran,    "
1,i became an    
1,because i      
1,i'm this       
1,but i'm not    
1,the fact is    
1,and i'm not    
1,their leaders  
1,they are       
1,china – taking 
1,and think of   
1,we owe china   
1,4 trillion and 
1,we owe japan   
1,"now, that's    "
1,they send the  
1,that's not     
1,"…well, jeb     "
1,i think he's a 
1,i think he's a 
1,i hear he's    
1,"and honestly,  "
1,he's getting   
1,and they're    
1,so i don't     
1,i know that my 
1,i just don't   
1,i mean         
1,but he         
1,"you know, one  "
1,you have       
1,now he's at    
1,you have perry 
1,now he's       
1,he was at 4%   
1,now he's       
1,everybody –    
1,i see the last 
1,"now, jeb bush  "
1,so i don't     
1,are they going 
1,remember this  
1,nobody knows   
1,they have      
1,you understand 
1,those people   
1,i will tell    
1,nobody's       
1,i'm putting up 
1,"in fact, i     "
1,people are     
1,"you know, when "
1,i feel like –  
1,i feel very    
1,and when i was 
1,can i take –   
1,i said to the  
1,and would you  
1,i swear to you 
1,and they all   
1,the fact is    
1,i'm putting up 
1,i know there   
1,i have nothing 
1,"as you know,   "
1,so i don't     
1,"hopefully, if  "
1,but i don't    
1,but just in a  
1,when people    
1,every negative 
1,so just        
1,our country    
1,we have        
1,we have all    
1,we have an     
1,we have a      
1,we have        
1,if anybody saw 
1,the phones     
1,they're 40     
1,they have      
1,our country    
1,everybody wins 
1,we need        
1,we don't have  
1,our country    
1,i think it's   
1,i was in favor 
1,i don't like   
1,they're not    
1,but i think    
1,because when   
1,i think 11 is  
1,but i was very 
1,i think maybe  
1,i think it's   
1,a lot of       
1,i don't know   
1,but i think it 
1,i think if she 
1,i think if she 
1,"oh, he's not   "
1,we don't want  
1,"i said, i      "
1,so i suggested 
1,as far as jeb  
1,he was         
1,and he just    
1,but what he    
1,and i just     
1,because if he  
1,"right now, i'm "
1,one thing –    
1,i shouldn't    
1,but they did a 
1,and i don't    
1,i mean like    
1,and i am so    
1,"you know, we   "
1,when they give 
1,they take them 
1,we have 93     
1,we have 50     
1,our country    
1,we have to put 
1,would i bring  
1,i will tell    
1,the answer is  
1,but having     
1,"they're very,  "
1,the second     
1,it's no longer 
1,i'll never say 
1,because he     
1,he goes around 
1,he says it to  
1,"so, kanye west "
1,"now, maybe in  "
1,so i'll take   
1,but he's been  
1,you people     
1,i only hit     
1,and kanye west 
1,i would never  
1,"no, my         "
1,i'm not going  
1,japan is       
1,very hard for  
1,we're not      
1,they do – you  
1,they have in   
1,i've never     
1,we send them   
1,it's going to  
1,in this        
1,right up these 
1,it's a bank    
1,by far the     
1,i get along    
1,i get along    
1,i get along    
1,i love the     
1,i love the     
1,i love the     
1,i have         
1,over the       
1,i have         
1,and in the     
1,number one     
1,"so, look, for  "
1,we're going to 
1,we're going to 
1,our military   
1,all of these   
1,we're going to 
1,we're going to 
1,it's going to  
1,should have    
1,should have    
1,but we are     
1,ladies and     
1,and here is    
1,…i'm going to  
1,you're not     
1,but it's a     
1,it's a very    
1,but maybe more 
1,she's 92 years 
1,we don't talk  
1,and she looks  
1,and her name   
1,you know who   
1,"beada, where   "
1,"so, she just   "
1,she hasn't     
1,and for the    
1,"thank you,     "
1,i really       
1,"you know,      "
1,she's on       
1,i have to be   
1,"beada, thank   "
1,i really       
1,because there  
1,"…well, i just  "
1,"so, years ago  "
1,did you ever   
1,"so, they were  "
1,and i was a    
1,and i went     
1,but the thing  
1,and that's     
1,i wanted that  
1,i shouldn't    
1,god will get   
1,but i wanted   
1,and i came in  
1,and they were  
1,there were a   
1,and i          
1,and i bought   
1,i bought all   
1,and to this    
1,and i love     
1,and i just had 
1,and when it    
1,when you're    
1,and we'll talk 
1,but i had a    
1,but i decided  
1,and i really   
1,and it all     
1,"so, i really – "
1,"so, coming     "
1,and i guess    
1,it's always    
1,"you know, when "
1,you can't make 
1,the other      
1,"so you know,   "
1,now they think 
1,so i would've  
1,so i say they  
1,"and i say,     "
1,does that make 
1,when i said    
1,"and i said,    "
1,so now – maybe 
1,maybe i should 
1,"you know, it's "
1,so they'll get 
1,"you know,      "
1,they don't do  
1,like you know  
1,that's what it 
1,so this was    
1,i think it     
1,naturally i    
1,so bottom line 
1,but i did say  
1,maybe it's not 
1,so what do you 
1,should i do it 
1,here's the     
1,if i don't do  
1,i don't care   
1,"no, they're    "
1,they just shut 
1,they're        
1,but they're    
1,so we'll all   
1,but coming     
1,and these are  
1,"and i said,    "
1,why can't our  
1,nobody ever    
1,"no, no, nobody "
1,"you know, we   "
1,"you know, our  "
1,"no, no, the    "
1,and another    
1,"nashville,     "
1,"i can be very, "
1,i can talk     
1,this morning   
1,these are our  
1,these are the  
1,maybe we       
1,"i mean, that's "
1,they had a     
1,and the        
1,"and then, they "
1,"and they said, "
1,there was not  
1,and two weeks  
1,when i go to a 
1,remember the   
1,beada          
1,you'd have a   
1,the doctor     
1,and he'd come  
1,those days     
1,"you know,      "
1,"by the way, we "
1,that i can     
1,that i can     
1,"but, so two    "
1,so that if you 
1,one case was   
1,"now, you think "
1,can you        
1,but these      
1,so the wait's  
1,we're going to 
1,we have right  
1,"you know, they "
1,"all talk, no   "
1,and i mean on  
1,"you know, i'm  "
1,i'm a          
1,but i'm just   
1,"you know, they "
1,we're going to 
1,we're going to 
1,we're going to 
1,then they walk 
1,i vote for     
1,i'll do        
1,i'm in         
1,isn't it       
1,don't you      
1,i won't happen 
1,and if it      
1,"but you know,  "
1,4%             
1,the real       
1,"you know, i    "
1,but when you   
1,93 million     
1,of the 93 many 
1,and they quit  
1,so if you're   
1,it's not going 
1,i don't know   
1,they are       
1,"so, we have 93 "
1,"i mean, think  "
1,it's hard to   
1,we have 50     
1,these are very 
1,50 million     
1,taking our     
1,japan's taking 
1,mexico is      
1,"by the way,    "
1,"in fact, you   "
1,recently front 
1,a plant that   
1,you know this  
1,this is not    
1,i don't want   
1,this is about  
1,it's about     
1,one of the     
1,some of the    
1,those are      
1,we just left   
1,we had such an 
1,"4,000 people   "
1,we just left   
1,"31,000 people  "
1,it poured the  
1,that's from    
1,the minute the 
1,"we had 31,000  "
1,and the poll   
1,leading big in 
1,leading        
1,leading really 
1,leading big in 
1,how about      
1,i have a       
1,we have a low  
1,how do you do  
1,i love florida 
1,what could be  
1,you have great 
1,"but you know,  "
1,but one of the 
1,and in south   
1,there's 17     
1,so i'm at 41%  
1,"you know,      "
1,nobody knows   
1,but there are  
1,it's           
1,i'm the only   
1,"no, it's       "
1,"the press,     "
1,"…well,         "
1,i was in south 
1,i made a       
1,i had to bring 
1,the new york   
1,"you know, i'm  "
1,very liberal   
1,"you know, not  "
1,but it's still 
1,we have to     
1,and i'm on the 
1,but yesterday  
1,this one       
1,"by the way, i  "
1,i love the     
1,incredible     
1,incredible     
1,i love the     
1,i have so many 
1,they're great  
1,"and i said,    "
1,and a lot of   
1,you know it's  
1,so there's     
1,i think it was 
1,so i wrote him 
1,i'm only       
1,"so anyways,    "
1,but they did   
1,"they say, oh   "
1,"by the way,    "
1,i think i'm a  
1,i want to help 
1,women's health 
1,to jeb bush it 
1,and then he    
1,"but you know,  "
1,but i think    
1,we're tired of 
1,i think it's   
1,but in the     
1,highly re – in 
1,nobody         
1,from negative  
1,this is an     
1,i have like    
1,favorability   
1,a feat that    
1,called it      
1,nobody else    
1,that defies    
1,"murray, the    "
1,and you know   
1,that's because 
1,"no, they want  "
1,i've had       
1,and i don't    
1,that's the     
1,"i mean,        "
1,"but to me,     "
1,"we were much,  "
1,and we are     
1,you saw the    
1,i was the same 
1,"much, much     "
1,and the reason 
1,they don't     
1,"i mean, why    "
1,you'd think    
1,we don't win   
1,our country    
1,you'd think    
1,somebody who's 
1,why are they   
1,why do they    
1,you'd think    
1,it's good for  
1,because our    
1,we owe now $19 
1,"you know, i've "
1,but now it     
1,and by the     
1,you want to    
1,you're going   
1,and it's no    
1,have you       
1,the            
1,you can't use  
1,but the        
1,it's a         
1,and on top of  
1,so it's not    
1,so we have to  
1,and we have to 
1,but when i see 
1,and she        
1,"…now, number   "
1,"like three,    "
1,"they said,     "
1,just having    
1,"you know, i    "
1,i did –        
1,i made a       
1,i then did a   
1,the art of the 
1,who has read   
1,"yeah, most     "
1,i jokingly say 
1,said it the    
1,people liked   
1,nothing tops   
1,but the art of 
1,many books –   
1,"many, many     "
1,then i do the  
1,i've never     
1,i do the       
1,it's one of    
1,and nbc        
1,they came up   
1,"no, honestly   "
1,one of the     
1,he came up     
1,"please, you'll "
1,"i said,        "
1,i want to make 
1,i want to make 
1,and they       
1,and i said it  
1,they didn't    
1,nobody         
1,my wife didn't 
1,but she        
1,she actually   
1,"but she said,  "
1,but she said   
1,so the nbc     
1,"i mean,        "
1,"we had many,   "
1,"you know, last "
1,so they wanted 
1,"in fact, mark  "
1,you know mark  
1,he did         
1,so mark        
1,you're not     
1,the word is    
1,"i said, that's "
1,i'm going to   
1,"no, no, no,    "
1,it's unheard   
1,two hours      
1,"i said, mark,  "
1,i've done so   
1,i have to do   
1,we can save    
1,we can save    
1,"so anyways,    "
1,i told them    
1,they don't     
1,they do not    
1,but it's too   
1,"well, thank    "
1,"you know, the  "
1,every single   
1,so then a      
1,i said because 
1,and i was      
1,i was doing it 
1,but i was sort 
1,and they wrote 
1,"you know, it   "
1,but so i had a 
